Record Type,School,Charter Yes/No,Public Yes/No,Street City,Street Zip,
School,St. Bernard's Academy,N,N,Eureka,95501-4308,
School,Zoe Barnum High,N,Y,Eureka,95501-4074,
School,Ferndale High,N,Y,Ferndale,95536-9416,
School,Growing in Grace Academy,N,N,Fortuna,95540-3115,
School,New Life Christian,N,N,Fortuna,95540-3463,
School,Academy of the Redwoods,N,Y,Eureka,95501-9302,
School,East High (Continuation),N,Y,Fortuna,95540-2411,
School,Fortuna Union High,N,Y,Fortuna,95540-2398,
School,Agnes J. Johnson Charter,Y,Y,Weott,95571-0280,
School,Northcoast Preparatory and Performing Arts Academy,Y,Y,Arcata,95521-5403,
School,Northern United - Humboldt Charter,Y,Y,Eureka,95503-6508,
School,Captain John Continuation High,N,Y,Hoopa,95546-1308,
School,Hoopa Valley High,N,Y,Hoopa,95546-9745,
School,BOTT Academy,N,N,Loleta,95551-9663,
School,Mattole Triple Junction High,N,Y,Petrolia,95558,
School,Arcata High,N,Y,Arcata,95521-5741,
School,Laurel Tree Charter,Y,Y,Arcata,95521-4683,
School,Mad River High (Continuation),N,Y,McKinleyville,95521-3503,
School,McKinleyville High,N,Y,McKinleyville,95519-3503,
School,Pacific Coast High (Continuation),N,Y,Arcata,95521-5741,
School,Six Rivers Charter High,Y,Y,Arcata,95521-5741,
School,Alder Grove Charter School 2,Y,Y,Eureka,95501-0540,
School,Koinonia Academy PSP,N,N,Eureka,95501-2564,
School,Casterlin High,N,Y,Blocksburg,95514-9308,
School,Osprey Learning Center,N,Y,Redway,95560,
School,Osprey Learning Center (Alternative),N,Y,Miranda,95553,
School,South Fork High,N,Y,Miranda,95553-0188,
School,Brawley Union High,N,Y,Brawley,92227-1625,
School,Desert Valley High (Continuation),N,Y,Brawley,92227-1583,
School,Westmorland Basic Christian,N,N,Westmorland,92281,
School,Aurora High (Continuation),N,Y,Calexico,92231-4228,
School,Calexico High,N,Y,Calexico,92231-2560,
School,Calexico Mission School,N,N,Calexico,92231-3022,
School,Vincent Memorial Catholic High School,N,N,Calexico,92231-2090,
School,Calipatria High,N,Y,Calipatria,92233-9787,
School,Central Union High,N,Y,El Centro,92243-3110,
School,Desert Oasis High (Continuation),N,Y,El Centro,92243-6604,
School,Mt. Signal Virtual Academy,N,Y,El Centro,92243-5603,
School,Phoenix Rising High,N,Y,El Centro,92243-6604,
School,Southwest High,N,Y,El Centro,92243-9451,
School,Imperial Christian Academy,N,N,Information Redacted,Information Redacted,
School,Freedom Academy of Imperial Valley,N,Y,Holtville,92250-1054,
School,Holtville High,N,Y,Holtville,92250-1015,
School,Sam Webb Continuation,N,Y,Holtville,92250-1015,
School,Imperial Pathways Charter,Y,Y,El Centro,92243-9621,
School,Faith Academy,N,N,Imperial,92251-1642,
School,Imperial Ave. Holbrook High,N,Y,Imperial,92251-1267,
School,Imperial High,N,Y,Imperial,92251-1452,
School,Valley Christian Heritage School,N,N,Imperial,92251-9717,
School,Vanguard Academy of Imperial Valley,N,N,Imperial,92251-9746,
School,Bill M. Manes High,N,Y,Winterhaven,92283-9705,
School,San Pasqual Valley High,N,Y,Winterhaven,92283,
School,Big Pine High,N,Y,Big Pine,93513-0908,
School,Bishop Independent Study,N,Y,Big Pine,93513,
School,Bishop Union High,N,Y,Bishop,93514-2609,
School,Palisade Glacier High (Continuation),N,Y,Big Pine,93513-0938,
School,Death Valley High Academy,N,Y,Shoshone,92384,
School,Shoshone High (Continuation),N,Y,Shoshone,92384-0217,
School,College Bridge Academy,Y,Y,Long Beach,90807-3417,
School,The Education Corps,Y,Y,Long Beach,90807-3417,
School,YouthBuild Charter School of California,Y,Y,Los Angeles,90015-3582,
School,Lone Pine High,N,Y,Lone Pine,93545,
School,Owens Valley High,N,Y,Independence,93526,
School,Bakersfield Adventist Academy,N,N,Bakersfield,93306-3005,
School,Bethel Christian,N,N,Bakersfield,93307-2005,
School,Faith Baptist Academy,N,N,Bakersfield,93304-4527,
School,Oak Hills Christian Academy,N,N,Mcfarland,93250-9515,
School,Valley Schools,N,N,Bakersfield,93308-9331,
School,Rosewall Christian Academy,N,N,Bakersfield,93314-8895,
School,Cesar E. Chavez High,N,Y,Delano,93215-9494,
School,Delano High,N,Y,Delano,93215-1410,
School,Robert F. Kennedy High,N,Y,Delano,93215,
School,Valley High,N,Y,Delano,93215-1526,
School,Sequoia Christian Academy,N,N,Delano,93215-1206,
School,Bruce Good family,N,N,Frazier Park,93225,
School,Frazier Mountain High,N,Y,Lebec,93243-0876,
School,Homeschool Outpost,N,N,Frazier Park,93225,
School,Christ Centered Church Bakersfield / Gideon Academy,N,N,Bakersfield,93313-9766,
School,The Connell STEM Academy,N,N,Bakersfield,93304-6229,
School,Nigritian Academy,N,N,Bakersfield,93306-1816,
School,Valley Oaks Charter,Y,Y,Bakersfield,93301-1629,
School,Wonderful College Prep Academy,Y,Y,Delano,93215-1527,
School,Wonderful College Prep Academy - Lost Hills,Y,Y,Lost Hills,93249,
School,Arvin High,N,Y,Arvin,93203-2421,
School,Bakersfield Christian High School,N,N,Bakersfield,93314-9640,
School,Bakersfield High,N,Y,Bakersfield,93301-5173,
School,Centennial High,N,Y,Bakersfield,93312-3957,
School,Central Valley High (Continuation),N,Y,Shafter,93263-1810,
School,Del Oro High,N,Y,Bakersfield,93307,
School,East Bakersfield High,N,Y,Bakersfield,93306-4036,
School,Foothill High,N,Y,Bakersfield,93306-6017,
School,Frontier High,N,Y,Bakersfield,93314-9250,
School,Garces Memorial High,N,N,Bakersfield,93305-1724,
School,Golden Valley High,N,Y,Bakersfield,93307-5818,
School,Highland High,N,Y,Bakersfield,93306-2819,
School,Independence High,N,Y,Bakersfield,93311-9752,
School,Kern Valley High,N,Y,Lake Isabella,93240-9609,
School,Kern Workforce 2000 Academy,Y,Y,Bakersfield,93309-2924,
School,Liberty High,N,Y,Bakersfield,93312-4683,
School,Mira Monte High,N,Y,Bakersfield,93307-8520,
School,North High,N,Y,Bakersfield,93308-1722,
School,Nueva Continuation High,N,Y,Lamont,93241-2212,
School,Ridgeview High,N,Y,Bakersfield,93313-9782,
School,Shafter High,N,Y,Shafter,93263-1810,
School,South High,N,Y,Bakersfield,93304-6150,
School,Stockdale High,N,Y,Bakersfield,93311-9791,
School,Tierra Del Sol Continuation High,N,Y,Bakersfield,93307-6832,
School,Vista Continuation High,N,Y,Bakersfield,93304-3051,
School,Vista West Continuation High,N,Y,Bakersfield,93308-5845,
School,West High,N,Y,Bakersfield,93309-3534,
School,Blue Ridge Academy,Y,Y,Maricopa,93252-9779,
School,California Virtual Academy at Maricopa,Y,Y,Simi Valley,93065-1800,
School,Heartland Charter,Y,Y,Maricopa,93252-0728,
School,Insight School of California,Y,Y,Simi Valley,93065-1800,
School,Maricopa High,N,Y,Maricopa,93252-8231,
School,McFarland High School Early College,N,Y,McFarland,93250-1519,
School,McFarland Independent,N,Y,McFarland,93250-1174,
School,San Joaquin High (Continuation),N,Y,McFarland,93250-1174,
School,California City High,N,Y,California City,93505-1971,
School,Mojave Jr./Sr. High,N,Y,Mojave,93501-1751,
School,Boron Junior-Senior High,N,Y,Boron,93516-1539,
School,Desert Junior-Senior High,N,Y,Edwards,93523-1301,
School,stage at home,N,N,Bakersfield,93312-6460,
School,Rise Above Excellence,N,N,Information Redacted,Information Redacted,
School,Support Student Success Academy,N,N,Bakersfield,93311-9528,
School,Valley Achievement Center,N,N,Bakersfield,93309-3492,
School,Stage’s Family Little School,N,N,Information Redacted,Information Redacted,
School,Burroughs High,N,Y,Ridgecrest,93555-3832,
School,Calvary Christian School,N,N,Ridgecrest,93555-7688,
School,Immanuel Christian,N,N,Ridgecrest,93555-2609,
School,Long Point Academy,N,N,Ridgecrest,93555-8629,
School,Mesquite Continuation High,N,Y,Ridgecrest,93555-3118,
School,Our Savior's Lutheran School,N,N,Ridgecrest,93555-3516,
School,Panamint Christian School,N,N,Ridgecrest,93555-5215,
School,Abraham Lincoln Alternative,N,Y,Rosamond,93560-7688,
School,Rare Earth High (Continuation),N,Y,Rosamond,93560-0640,
School,Rosamond High Early College Campus,N,Y,Rosamond,93560-0640,
School,The Zweckies Institute of Learning,N,N,Information Redacted,Information Redacted,
School,Buena Vista High (Continuation),N,Y,Taft,93268-2202,
School,Taft Union High,N,Y,Taft,93268-2319,
School,Center of Truth and Transformation,N,N,Tehachapi,93561-5427,
School,Heritage Oak School,N,N,Tehachapi,93561-6400,
School,Monroe High (Continuation),N,Y,Tehachapi,93561-1513,
School,St John Bosco,N,N,Tehachapi,93561-7019,
School,Tehachapi High,N,Y,Tehachapi,93561-1524,
School,Tehachapi Independent Learning Academy,N,Y,Tehachapi,93561-1513,
School,Bethany Christian School,N,N,Wasco,93280-1922,
School,North Kern Christian,N,N,Wasco,93280-1520,
School,Wasco High,N,Y,Wasco,93280-0250,
School,Wasco Independence High,N,Y,Wasco,93280-2353,
School,Armona Union Academy,N,N,Armona,93230,
School,California Virtual Academy at Kings,Y,Y,Simi Valley,93065-1800,
School,Crossroads Charter Academy,Y,Y,Hanford,93230-4536,
School,Corcoran Academy,N,Y,Corcoran,93212-2501,
School,Corcoran High,N,Y,Corcoran,93212-2520,
School,Kings Lake Education Center,N,Y,Corcoran,93212-1722,
School,New Testament Baptist Schools,N,N,Hanford,93230-2720,
School,Bridgeway Academy,N,N,Hanford,93230-1457,
School,Earl F. Johnson High (Continuation),N,Y,Hanford,93230-2156,
School,Hanford High,N,Y,Hanford,93230-3067,
School,Hanford Online Charter,Y,Y,Hanford,93230-3552,
School,Hanford West High,N,Y,Hanford,93230-3575,
School,Parris Homeschool,N,N,Hanford,93230-1457,
School,Sierra Pacific High,N,Y,Hanford,93230-9219,
School,Kings Valley Academy II,Y,Y,Hanford,93280-8802,
School,Kings Christian,N,N,Lemoore,93245-9488,
School,Jamison (Donald C.) High (Continuation),N,Y,Lemoore,93245-3601,
School,Lemoore High,N,Y,Lemoore,93245-3601,
School,Lemoore Middle College High,Y,Y,Lemoore,93245-9248,
School,Lemoore Online College Preparatory High,Y,Y,Lemoore,93245-9248,
School,Adelante High,N,Y,Kettleman City,93239-0599,
School,Avenal High,N,Y,Avenal,93204-1413,
School,Sunrise High (Continuation),N,Y,Avenal,93204-1425,
School,Ed Donaldson Education Center,N,Y,Kelseyville,95451-9320,
School,Kelseyville High,N,Y,Kelseyville,95451-8943,
School,Kelseyville Learning Academy,N,Y,Kelseyville,95451-9398,
School,Carle (William C.) High (Continuation),N,Y,Lower Lake,95457-0309,
School,Konocti Education Center,N,Y,Clearlake,95422,
School,Lower Lake High,N,Y,Lower Lake,95457-0799,
School,Richard H. Lewis Alternative,N,Y,Clearlake,95422,
School,Wellspring Academy,N,N,Lower Lake,95457-9898,
School,Zemorah Christian Academy,N,N,Lower Lake,95457-9181,
School,Clear Lake High,N,Y,Lakeport,95453-3297,
School,Lakeport Alternative (Home School),N,Y,Lakeport,95453-3297,
School,Natural High (Continuation),N,Y,Lakeport,95453-3297,
School,California Connections Academy North Bay,Y,Y,Middletown,95461-7721,
School,Loconoma Valley High,N,Y,Middletown,95461-7721,
School,Middletown High,N,Y,Middletown,95461-0338,
School,Clover Valley High (Continuation),N,Y,Upper Lake,95485-9220,
School,Upper Lake High,N,Y,Upper Lake,95485-9220,
School,Big Valley Jr. Sr. High,N,Y,Bieber,96009-0157,
School,Herlong High,N,Y,Herlong,96113,
School,Long Valley,Y,Y,Doyle,96109-0007,
School,Mt. Lassen Charter,Y,Y,Herlong,96113,
School,Agape Christian School,N,N,Janesville,96114-9466,
School,Credence High,N,Y,Susanville,96130-4421,
School,Lassen High,N,Y,Susanville,96130-4421,
School,Thompson Peak Charter,Y,Y,Susanville,96130-4327,
School,Westwood High,N,Y,Westwood,96137-1510,
School,ABC Secondary (Alternative),N,Y,Cerritos,90703-2301,
School,ABC Virtual Academy,N,Y,Cerritos,90703-2709,
School,Artesia High,N,Y,Lakewood,90715-1516,
School,Cerritos High,N,Y,Cerritos,90703-8450,
School,Gahr (Richard) High,N,Y,Cerritos,90703-2533,
School,Tracy (Wilbur) High (Continuation),N,Y,Cerritos,90703-2801,
School,Valley Christian High School,N,N,Cerritos,90703-2661,
School,Whitney (Gretchen) High,N,Y,Cerritos,90703-1244,
School,Assurance Learning Academy,Y,Y,Lancaster,93535-4564,
School,California Pacific Charter- Los Angeles,Y,Y,Newport Beach,92660-2236,
School,Compass Charter Schools of Los Angeles,Y,Y,Thousand Oaks,91361-6004,
School,Empower Generations,Y,Y,Lancaster,93534-4134,
School,iLead Agua Dulce,Y,Y,Agua Dulce,91390-4840,
School,iLEAD Hybrid,Y,Y,Acton,93510-0500,
School,iLEAD Online,Y,Y,Acton,93510-0500,
School,"Method Schools, LA",Y,Y,Murrieta,92563-2561,
School,Mission Academy,Y,Y,Lancaster,93535-4532,
School,Options for Youth-Acton,Y,Y,Fontana,92337-7580,
School,SIATech Academy South,Y,Y,Los Angeles,90022-1607,
School,Vasquez High,N,Y,Acton,93510-1641,
School,Alhambra High,N,Y,Alhambra,91801-3716,
School,Century High,N,Y,Alhambra,91801-1947,
School,Foothill Preparatory School,N,N,Temple City,91780,
School,Independence High (Alternative),N,Y,Alhambra,91801-1947,
School,Mark Keppel High,N,Y,Alhambra,91801-5716,
School,Ramona Convent Secondary School,N,N,Alhambra,91803-3080,
School,San Gabriel High,N,Y,San Gabriel,91776-2342,
School,Sierra School of Alhambra,N,N,Alhambra,91801-2616,
School,Academies of the Antelope Valley,Y,Y,Quartz Hill,93536-4540,
School,Antelope Valley High,N,Y,Lancaster,93535-2538,
School,Desert Sands Charter,Y,Y,Lancaster,93534-4045,
School,Desert Winds Continuation High,N,Y,Lancaster,93535-2503,
School,Eastside High,N,Y,Lancaster,93535-5827,
School,Fabunni Private School,N,N,Lancaster,93536-2304,
School,Highland High,N,Y,Palmdale,93551-4164,
School,Lancaster High,N,Y,Lancaster,93536-7023,
School,Littlerock High,N,Y,Littlerock,93543-4106,
School,Palmdale High,N,Y,Palmdale,93550-5415,
School,Paraclete High School,N,N,Lancaster,93536-3344,
School,Quartz Hill High,N,Y,Quartz Hill,93536-4501,
School,R. Rex Parris High,N,Y,Palmdale,93550-3346,
School,Schroeder Family Homeschool,N,N,Information Redacted,Information Redacted,
School,SOAR High (Students On Academic Rise),N,Y,Lancaster,93536-5426,
School,Stanza International Academy,N,N,Lancaster,93535-4570,
School,William J. (Pete) Knight High,N,Y,Palmdale,93552-4800,
School,Arcadia College Preparatory,N,N,Arcadia,91006-3993,
School,Arcadia High,N,Y,Arcadia,91007-6958,
School,Arroyo Pacific Academy,N,N,Arcadia,91006-2878,
School,Rancho Learning Center (Alternative),N,Y,Arcadia,91006-3703,
School,Renaissance Academy,N,N,Arcadia,91006-2878,
School,Azusa High,N,Y,Azusa,91702-3733,
School,Christbridge Academy,N,N,Azusa,91702-4935,
School,Gladstone High,N,Y,Covina,91722-1214,
School,Sierra High,N,Y,Azusa,91702-4837,
School,Baldwin Park High,N,Y,Baldwin Park,91706-4428,
School,North Park Continuation High,N,Y,Baldwin Park,91706-2703,
School,Opportunities for Learning - Baldwin Park,Y,Y,Irwindale,91706-3670,
School,Sierra Vista High,N,Y,Baldwin Park,91706-3897,
School,Bassett Senior High,N,Y,La Puente,91746-2163,
School,Bishop Amat Memorial High,N,N,La Puente,91746-1712,
School,Nueva Vista Continuation High,N,Y,La Puente,91746-1696,
School,Bellflower High,N,Y,Bellflower,90706-4101,
School,Las Flores Home Education Independent Study Academy,N,Y,Bellflower,90706-6013,
School,Mayfair High,N,Y,Lakewood,90713-1124,
School,Saint Joseph High School,N,N,Lakewood,90713-1198,
School,Somerset High,N,Y,Bellflower,90706-7607,
School,Beverly Hills Academy,N,N,Beverly Hills,90211,
School,Beverly Hills High,N,Y,Beverly Hills,90212-3639,
School,Moreno High (Continuation),N,Y,Beverly Hills,90212-3640,
School,Subject Virtual School,N,N,Beverly Hills,90210-4272,
School,Bonita High,N,Y,La Verne,91750-4023,
School,Calvary Baptist Schools,N,N,La Verne,91750-4110,
School,Canyon View School,N,N,San Dimas,91773-3505,
School,Chaparral High (Continuation),N,Y,San Dimas,91773-1437,
School,Damien High School,N,N,La Verne,91750-5296,
School,Joan Macy School,N,N,La Verne,91750-5201,
School,Leroy Haynes Educational Center,N,N,La Verne,91750-2353,
School,Lighthouse Baptist Academy,N,N,La Verne,91750-4601,
School,Lutheran High School La Verne,N,N,La Verne,91750-2951,
School,San Dimas High,N,Y,San Dimas,91773-1473,
School,Vista (Alternative),N,Y,San Dimas,91773-1473,
School,Brighton Hall,N,N,Burbank,91505-2951,
School,Burbank High,N,Y,Burbank,91502-1018,
School,Burbank Unified Independent Learning Academy (BUILA),N,Y,Burbank,91505,
School,Burroughs High,N,Y,Burbank,91506-1918,
School,International School of Los Angeles-BB,N,N,Burbank,91506-3214,
School,Monterey High (Continuation),N,Y,Burbank,91506-1107,
School,Providence High School,N,N,Burbank,91505-4809,
School,Scholars Preparatory School,N,N,Burbank,91502-1585,
School,Success Solutions Private School,N,N,Burbank,91506-1315,
School,Higher Calling Academy,N,N,Castaic,91384-4525,
School,Trinity Classical Academy,N,N,Santa Clarita,91355-5036,
School,Centinela Valley Independent Study,N,Y,Lawndale,90260-4204,
School,Family First Charter,Y,Y,Hawthorne,90250-4330,
School,Hawthorne High,N,Y,Hawthorne,90250-4204,
School,Lawndale High,N,Y,Lawndale,90260-1251,
School,Leuzinger High,N,Y,Lawndale,90260-1601,
School,New Opportunities Charter,Y,Y,Inglewood,90301-1768,
School,R. K. Lloyde High,N,Y,Lawndale,90260-1251,
School,Vistamar School,N,N,El Segundo,90245-4816,
School,Arrow High (Continuation),N,Y,Glendora,91740-5839,
School,Charter Oak High,N,Y,Covina,91724-1651,
School,Oak Knoll Alternative,N,Y,Glendora,91740-5839,
School,Academy of Sports Science,N,N,Claremont,91711,
School,"California Academy, Claremont",N,N,Riverside,92507-7241,
School,City of Knowledge,N,N,Pomona,91767-1307,
School,Claremont High,N,Y,Claremont,91711-2643,
School,San Antonio High (Continuation),N,Y,Claremont,91711-5205,
School,The Webb Schools,N,N,Claremont,91711-2146,
School,Animo Compton Charter,Y,Y,Los Angeles,90061-2254,
School,Centennial High,N,Y,Compton,90222-1640,
School,Cesar Chavez Continuation High,N,Y,Compton,90221-3131,
School,Compton Early College High,N,Y,Compton,90222-2004,
School,Compton High,N,Y,Compton,90221-3702,
School,Compton Performing Arts Academy,N,N,Compton,90221-2209,
School,Compton Virtual Academy,N,Y,Compton,90220-4116,
School,Dominguez High,N,Y,Compton,90221-3131,
School,Eko Multi-Purpose Center,N,N,Compton,90224-3243,
School,Epiphany Academy,N,N,Compton,90221-2869,
School,Lifeline Education Charter,Y,Y,Compton,90221-3240,
School,Los Angeles Adventist Academy,N,N,Los Angeles,90059-3310,
School,Los Angeles Computer Science Academy,N,N,Los Angeles,90047-2209,
School,Red Star,N,N,Whittier,90602-3107,
School,Thurgood Marshall,N,Y,Compton,90221-3131,
